"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"NT AUTHORITY\LocalService","이 서비스는 이벤트 및 이벤트 로그를 관리합니다. 이벤트 로깅, 이벤트 쿼리, 이벤트 가입, 이벤트 로그 보관, 이벤트 메타데이터 관리 등을 지원하며 XML 형식과 일반 텍스트 형식으로 이벤트를 표시할 수 있습니다. 이 서비스를 중지하면 시스템의 보안과 안정성이 손상될 수 있습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","EventLog","System.ServiceProcess.ServiceController[]","False","True","True","Windows Event Log","System.ServiceProcess.ServiceController[]",".","EventLog","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","SENS(Supports System Event Notification Service)는 가입한 COM(Component Object Model) 구성 요소에 대해 자동 이벤트 분산을 제공합니다. 서비스를 중지하면 SENS가 종료되며 로그온 및 로그오프 알림을 제공할 수 없습니다. 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","EventSystem","System.ServiceProcess.ServiceController[]","False","False","True","COM+ Event System","System.ServiceProcess.ServiceController[]",".","EventSystem","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","FDPHOST 서비스는 FD(함수 검색) 네트워크 검색 공급자를 호스트합니다. FD 공급자는 SSDP(Simple Services Discovery Protocol) 및 WS-D(Web Services – Discovery) 프로토콜에 사용되는 네트워크 검색 서비스를 제공합니다. FDPHOST 서비스를 중지하거나 해제하면 FD를 사용할 때 이러한 프로토콜의 네트워크가 검색되지 않습니다. 이 서비스를 사용할 수 없는 경우 FD를 사용하고 이러한 검색 프로토콜을 기반으로 하는 네트워크 서비스가 장치나 리소스를 찾지 못합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","fdPHost","System.ServiceProcess.ServiceController[]","False","False","True","Function Discovery Provider Host","System.ServiceProcess.ServiceController[]",".","fdPHost","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","이 컴퓨터와 이 컴퓨터에 연결된 리소스를 게시하여 네트워크에서 검색될 수 있도록 합니다. 이 서비스가 중지되면 네트워크 리소스가 네트워크의 다른 컴퓨터에서 검색될 수 있도록 더 이상 게시되지 않습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","FDResPub","System.ServiceProcess.ServiceController[]","False","True","True","Function Discovery Resource Publication","System.ServiceProcess.ServiceController[]",".","FDResPub","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","사용자 파일을 백업 위치에 복사하여 실수로 손실되지 않게 보호합니다.","True","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","AutomaticDelayedStart","fhsvc","System.ServiceProcess.ServiceController[]","False","True","True","File History Service","System.ServiceProcess.ServiceController[]",".","fhsvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","자주 사용하는 글꼴 데이터를 캐시하여 응용 프로그램의 성능을 최적화합니다. 이 서비스가 실행되고 있지 않으면 응용 프로그램이 자동으로 서비스를 시작합니다. 이 서비스를 사용하지 않도록 설정할 수 있지만 그러면 응용 프로그램 성능이 저하될 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","FontCache","System.ServiceProcess.ServiceController[]","False","True","True","Windows Font Cache Service","System.ServiceProcess.ServiceController[]",".","FontCache","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","여러 클라이언트가 카메라 디바이스에서 비디오 프레임에 액세스할 수 있도록 합니다.","False","C:\WINDOWS\System32\svchost.exe -k Camera","Manual","FrameServer","System.ServiceProcess.ServiceController[]","False","False","False","Windows 카메라 프레임 서버","System.ServiceProcess.ServiceController[]",".","FrameServer","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Windows 카메라 프레임 서버 서비스의 상태를 모니터링합니다.","False","C:\WINDOWS\System32\svchost.exe -k CameraMonitor","Manual","FrameServerMonitor","System.ServiceProcess.ServiceController[]","False","False","False","Windows 카메라 프레임 서버 모니터","System.ServiceProcess.ServiceController[]",".","FrameServerMonitor","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","Enables keyboards, mice, gamepads, and other input devices to be used with the GameInput API.","False","C:\WINDOWS\System32\GameInputSvc.exe","Manual","GameInputSvc","System.ServiceProcess.ServiceController[]","False","False","False","GameInput Service","System.ServiceProcess.ServiceController[]",".","GameInputSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","암호화 서비스 및 Google Chrome 브라우저가 최신 상태가 아닌 경우 이를 복구하는 안전한 방법을 제공합니다. 이 서비스를 사용 중지하면 에서 암호화된 데이터에 액세스할 수 없거나 에서 자체적으로 복구할 수 없을 수도 있습니다.","False","""C:\Program Files\Google\Chrome\Application\132.0.6834.111\elevation_service.exe""","Manual","GoogleChromeElevationService","System.ServiceProcess.ServiceController[]","False","False","False","Google Chrome Elevation Service (GoogleChromeElevationService)","System.ServiceProcess.ServiceController[]",".","GoogleChromeElevationService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","Google 소프트웨어를 항상 최신 상태로 유지합니다. 이 서비스를 사용 중지하거나 중단하면 Google 소프트웨어가 최신 상태로 유지되지 않습니다. 즉, 발생할 수 있는 보안 취약점이 수정되지 않고 기능이 작동하지 않을 수 있습니다. 이 서비스를 사용하는 Google 소프트웨어가 없으면 이 서비스는 자동으로 제거됩니다.","False","""C:\Program Files (x86)\Google\GoogleUpdater\134.0.6947.0\updater.exe"" --system --windows-service --service=update-internal","Automatic","GoogleUpdaterInternalService134.0.6947.0","System.ServiceProcess.ServiceController[]","False","False","False","Google 업데이터 내부 서비스 (GoogleUpdaterInternalService134.0.6947.0)","System.ServiceProcess.ServiceController[]",".","GoogleUpdaterInternalService134.0.6947.0","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","Google 소프트웨어를 항상 최신 상태로 유지합니다. 이 서비스를 사용 중지하거나 중단하면 Google 소프트웨어가 최신 상태로 유지되지 않습니다. 즉, 발생할 수 있는 보안 취약점이 수정되지 않고 기능이 작동하지 않을 수 있습니다. 이 서비스를 사용하는 Google 소프트웨어가 없으면 이 서비스는 자동으로 제거됩니다.","False","""C:\Program Files (x86)\Google\GoogleUpdater\134.0.6947.0\updater.exe"" --system --windows-service --service=update","Automatic","GoogleUpdaterService134.0.6947.0","System.ServiceProcess.ServiceController[]","False","False","False","Google 업데이터 서비스 (GoogleUpdaterService134.0.6947.0)","System.ServiceProcess.ServiceController[]",".","GoogleUpdaterService134.0.6947.0","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","이 서비스는 그룹 정책 구성 요소를 통해 컴퓨터와 사용자에 대해 관리자가 구성한 설정을 적용하는 역할을 합니다. 서비스를 사용하지 않을 경우 설정이 적용되지 않으며 그룹 정책을 통해 응용 프로그램과 구성 요소를 관리할 수 없게 됩니다. 서비스를 사용하지 않을 경우 그룹 정책 구성 요소에 종속된 모든 구성 요소나 응용 프로그램이 작동하지 않을 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k GPSvcGroup","Automatic","gpsvc","System.ServiceProcess.ServiceController[]","False","False","False","Group Policy Client","System.ServiceProcess.ServiceController[]",".","gpsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess",,
"LocalSystem","Graphics performance monitor service","False","C:\WINDOWS\System32\svchost.exe -k GraphicsPerfSvcGroup","Manual","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","False","False","False","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]",".","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","항상 최신 버전의 Google 소프트웨어를 사용할 수 있습니다. 이 서비스를 사용하지 않거나 중지하면 최신 버전의 Google 소프트웨어를 사용할 수 없습니다. 이 경우 보안 문제가 발생해도 해결할 수 없으며 기능이 작동하지 않을 수 있습니다. 이 서비스를 사용하는 Google 소프트웨어가 없으면 서비스가 자동으로 제거됩니다.","True","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc","Manual","gupdate","System.ServiceProcess.ServiceController[]","False","False","False","Google 업데이트 서비스 (gupdate)","System.ServiceProcess.ServiceController[]",".","gupdate","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","항상 최신 버전의 Google 소프트웨어를 사용할 수 있습니다. 이 서비스를 사용하지 않거나 중지하면 최신 버전의 Google 소프트웨어를 사용할 수 없습니다. 이 경우 보안 문제가 발생해도 해결할 수 없으며 기능이 작동하지 않을 수 있습니다. 이 서비스를 사용하는 Google 소프트웨어가 없으면 서비스가 자동으로 제거됩니다.","True","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc","Manual","gupdatem","System.ServiceProcess.ServiceController[]","False","False","False","Google 업데이트 서비스 (gupdatem)","System.ServiceProcess.ServiceController[]",".","gupdatem","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","키보드, 원격 제어 및 기타 멀티미디어 장치에서의 사전 정의된 단추 사용을 활성화 및 유지 관리합니다. 이 서비스를 실행 중인 상태로 유지하는 것이 좋습니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","hidserv","System.ServiceProcess.ServiceController[]","False","False","False","Human Interface Device Service","System.ServiceProcess.ServiceController[]",".","hidserv","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","호스트 운영 체제에 파티션별 성능 카운터를 제공하기 위해 Hyper-V 하이퍼바이저에 대한 인터페이스를 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","HvHost","System.ServiceProcess.ServiceController[]","False","True","True","HV 호스트 서비스","System.ServiceProcess.ServiceController[]",".","HvHost","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","다른 장치와 셀룰러 데이터 연결을 공유할 수 있는 기능을 제공합니다.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","icssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows 모바일 핫스팟 서비스","System.ServiceProcess.ServiceController[]",".","icssvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","Service for Intel(R) Graphics Command Center","False","C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_82730f183a576105\OneApp.IGCC.WinService.exe","Automatic","igccservice","System.ServiceProcess.ServiceController[]","True","True","True","Intel(R) Graphics Command Center Service","System.ServiceProcess.ServiceController[]",".","igccservice","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Service for Intel(R) HD Graphics Control Panel","False","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_78303839a8ee70c0\igfxCUIServiceN.exe","Automatic","igfxCUIService2.0.0.0","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) HD Graphics Control Panel Service","System.ServiceProcess.ServiceController[]",".","igfxCUIService2.0.0.0","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","IKEEXT 서비스는 IKE(Internet Key Exchange) 및 AuthIP(인증된 인터넷 프로토콜) 키 지정 모듈을 호스트합니다. 이러한 키 지정 모듈은 IPsec(인터넷 프로토콜 보안)에서 인증 및 키 교환에 사용됩니다. IKEEXT 서비스를 중지하거나 사용하지 않으면 피어 컴퓨터와 IKE/AuthIP 키를 교환할 수 없게 됩니다. IPsec는 일반적으로 IKE 또는 AuthIP를 사용하도록 구성되므로 IKEEXT 서비스를 중지하거나 사용하지 않으면 IPsec 오류가 발생하고 시스템의 보안이 손상될 수 있습니다. IKEEXT 서비스를 실행하는 것이 좋습니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","IKEEXT","System.ServiceProcess.ServiceController[]","False","False","False","IKE and AuthIP IPsec Keying Modules","System.ServiceProcess.ServiceController[]",".","IKEEXT","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","Microsoft Store에 대한 인프라 지원을 제공합니다. 이 서비스는 요청 시 시작되며, 사용하지 않을 경우 설치가 제대로 작동하지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","InstallService","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Store 설치 서비스","System.ServiceProcess.ServiceController[]",".","InstallService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Version: 1.71.99.0","False","C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_fc84dfa25a6a7727\lib\TPMProvisioningService.exe","Automatic","Intel(R) TPM Provisioning Service","System.ServiceProcess.ServiceController[]","False","False","False","Intel(R) TPM Provisioning Service","System.ServiceProcess.ServiceController[]",".","Intel(R) TPM Provisioning Service","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","이 서비스는 다양한 시스템 구성 요소에서 사용되는 백그라운드 시스템 인벤토리, 호환성 평가 및 유지 관리를 수행합니다.","True","C:\WINDOWS\system32\svchost.exe -k InvSvcGroup -p","AutomaticDelayedStart","InventorySvc","System.ServiceProcess.ServiceController[]","False","False","False","인벤토리 및 호환성 평가 서비스","System.ServiceProcess.ServiceController[]",".","InventorySvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","IPv6 전환 기술(6to4, ISATAP, Port Proxy 및 Teredo)과 IP-HTTPS를 사용하여 터널 연결을 제공합니다. 이 서비스가 중지되면 이러한 기술을 통해 제공되는 향상된 연결 기능을 컴퓨터에서 이용할 수 없습니다.","False","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p","Automatic","iphlpsvc","System.ServiceProcess.ServiceController[]","False","False","True","IP Helper","System.ServiceProcess.ServiceController[]",".","iphlpsvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Enables communication between the Windows SDK and a Windows Device. If the service is stopped, application deployment and debugging will fail on device.","False","""C:\Program Files (x86)\Common Files\Microsoft Shared\Phone Tools\CoreCon\11.0\bin\IpOverUsbSvc.exe""","Disabled","IpOverUsbSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Phone IP over USB Transport (IpOverUsbSvc)","System.ServiceProcess.ServiceController[]",".","IpOverUsbSvc","System.ServiceProcess.ServiceController[]","Disabled","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","v4에서 v6로의 변환 또는 그 반대로의 변환을 구성하여 사용할 수 있습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","False","False","False","IP 변환 구성 서비스","System.ServiceProcess.ServiceController[]",".","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","Intel(R) Dynamic Application Loader Host Interface Service - Allows applications to access the local Intel (R) DAL","False","C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_af50fdb80983f7bc\jhi_service.exe","Automatic","jhi_service","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) Dynamic Application Loader Host Interface Service","System.ServiceProcess.ServiceController[]",".","jhi_service","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","CNG 키 격리 서비스는 LSA 프로세스에서 호스트됩니다. 이 서비스는 공통 기준에서 요구하는 개인 키와 연관된 암호화 작업에 키 프로세스 격리를 제공합니다. 서비스는 공통 기준 요구 사항을 준수하는 보안 프로세스에 오래 사용한 키를 저장 및 사용합니다.","False","C:\WINDOWS\system32\lsass.exe","Manual","KeyIso","System.ServiceProcess.ServiceController[]","False","False","True","CNG Key Isolation","System.ServiceProcess.ServiceController[]",".","KeyIso","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","MSDTC(Distributed Transaction Coordinator)와 KTM(커널 트랜잭션 관리자) 간 트랜잭션을 조정합니다. 이 서비스가 필요 없는 경우 중지해두는 것이 좋습니다. 필요한 경우 MSDTC와 KTM에 의해 서비스가 자동으로 시작됩니다. 이 서비스를 사용하지 않도록 설정하면 커널 리소스 관리자와 상호 작용하는 MSDTC 트랜잭션이 모두 실패하고 이 서비스와 명시적으로 관련된 서비스가 시작되지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p","Manual","KtmRm","System.ServiceProcess.ServiceController[]","False","False","False","KtmRm for Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","KtmRm","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","이 컴퓨터에 대해 파일, 인쇄 및 명명된 파이프를 네트워크를 통해 공유할 수 있도록 지원합니다. 이 서비스가 중지되면 이런 기능을 사용할 수 없게 됩니다. 이 서비스가 사용할 수 없게 설정되면 이 서비스에 종속성이 있는 모든 서비스는 시작할 수 없게 됩니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","LanmanServer","System.ServiceProcess.ServiceController[]","False","False","True","Server","System.ServiceProcess.ServiceController[]",".","LanmanServer","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","SMB 프로토콜을 사용하여 원격 서버에 대한 클라이언트 네트워크 연결을 만들고 유지합니다. 이 서비스가 중지되면 해당 연결을 사용할 수 없습니다. 이 서비스를 사용하지 않으면 이 연결을 명시적으로 사용하는 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","Automatic","LanmanWorkstation","System.ServiceProcess.ServiceController[]","True","False","True","Workstation","System.ServiceProcess.ServiceController[]",".","LanmanWorkstation","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","이 서비스는 시스템의 현재 위치를 모니터링하고 지오펜스(지리적 위치 및 관련 이벤트)를 관리합니다. 이 서비스를 끄면 응용 프로그램이 지리적 위치 또는 지오펜스에 대한 알림을 받거나 사용할 수 없습니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","lfsvc","System.ServiceProcess.ServiceController[]","False","False","True","Geolocation Service","System.ServiceProcess.ServiceController[]",".","lfsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","LGUWPService","False","C:\WINDOWS\System32\DriverStore\FileRepository\lguwpservice.inf_amd64_a8df4e8e5bc1eb47\LGUWPService.exe","Automatic","LGUWPService","System.ServiceProcess.ServiceController[]","False","True","True","LG UWP Service","System.ServiceProcess.ServiceController[]",".","LGUWPService","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"NT Authority\LocalService","Microsoft Store에 대한 인프라 지원을 제공합니다. 이 서비스는 필요 시 시작되며, 사용하지 않을 경우 Microsoft Store를 통해 가져온 콘텐츠가 제대로 작동하지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Manual","LicenseManager","System.ServiceProcess.ServiceController[]","False","False","True","Windows 라이선스 관리자 서비스","System.ServiceProcess.ServiceController[]",".","LicenseManager","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","PC 및 장치 토폴로지(연결) 정보와 PC 및 장치를 설명하는 메타데이터로 구성된 네트워크 맵을 만듭니다. 이 서비스를 사용할 수 없는 경우 네트워크 맵이 올바르게 작동하지 않습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Manual","lltdsvc","System.ServiceProcess.ServiceController[]","False","False","False","Link-Layer Topology Discovery Mapper","System.ServiceProcess.ServiceController[]",".","lltdsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","NetBIOS over TCP/IP(NetBT) 서비스 및 NetBIOS 이름 확인 지원을 네트워크의 클라이언트에 제공하므로 사용자가 파일을 공유하거나, 인쇄하거나, 네트워크에 로그온할 수 있습니다. 이 서비스가 중지되면 이러한 기능을 사용할 수 없습니다. 이 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","lmhosts","System.ServiceProcess.ServiceController[]","False","False","True","TCP/IP NetBIOS Helper","System.ServiceProcess.ServiceController[]",".","lmhosts","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Intel(R) Management and Security Application Local Management Service - Provides OS-related Intel(R) ME functionality.","False","C:\WINDOWS\System32\DriverStore\FileRepository\lms.inf_amd64_a55aa2cd52a3429d\LMS.exe","Automatic","LMS","System.ServiceProcess.ServiceController[]","False","True","True","Intel(R) Management and Security Application Local Management Service","System.ServiceProcess.ServiceController[]",".","LMS","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","이 서비스를 사용하면 사용자가 Kerberos 인증 프로토콜을 사용하여 로컬 컴퓨터에 로그온할 수 있습니다. 이 서비스가 중지되면 사용자가 로컬 컴퓨터에 로그온할 수 없습니다. 이 서비스를 사용하지 않도록 설정하면 관련된 모든 서비스를 시작할 수 없습니다.","False","C:\WINDOWS\System32\lsass.exe","Automatic","LocalKdc","System.ServiceProcess.ServiceController[]","False","False","False","Kerberos 로컬 키 배포 센터","System.ServiceProcess.ServiceController[]",".","LocalKdc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32ShareProcess",,
"LocalSystem","로컬 사용자 세션을 관리하는 핵심 Windows 서비스입니다. 이 서비스를 중지하거나 사용하지 않으면 시스템이 불안정해집니다.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","LSM","System.ServiceProcess.ServiceController[]","False","False","False","Local Session Manager","System.ServiceProcess.ServiceController[]",".","LSM","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","지역화된 Windows 리소스 배포 및 구성에 대한 인프라 지원을 제공합니다. 이 서비스는 요청 시 시작되고, 사용하지 않도록 설정된 경우 추가 Windows 언어가 시스템에 배포되지 않으며 Windows가 제대로 작동하지 않을 수 있습니다.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs","Manual","LxpSvc","System.ServiceProcess.ServiceController[]","False","False","False","언어 환경 서비스","System.ServiceProcess.ServiceController[]",".","LxpSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","응용 프로그램에서 지도를 다운로드할 때 사용하는 Windows 서비스입니다. 이 서비스는 응용 프로그램에서 다운로드한 지도를 이용할 때 요청에 따라 시작됩니다. 이 서비스를 사용하지 않도록 설정하면 앱에서 지도를 이용할 수 없습니다.","True","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","AutomaticDelayedStart","MapsBroker","System.ServiceProcess.ServiceController[]","False","False","False","Downloaded Maps Manager","System.ServiceProcess.ServiceController[]",".","MapsBroker","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","유니버설 인쇄 관리 서비스","False","C:\WINDOWS\system32\svchost.exe -k McpManagementServiceGroup","Manual","McpManagementService","System.ServiceProcess.ServiceController[]","False","False","False","McpManagementService","System.ServiceProcess.ServiceController[]",".","McpManagementService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","Win32OwnProcess",,
"LocalSystem","다양한 보안 구성 요소의 가용성, 상태 및 성능을 모니터링합니다.","False","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24090.11-0\MpDefenderCoreService.exe""","Automatic","MDCoreSvc","System.ServiceProcess.ServiceController[]","False","True","True","Microsoft Defender Core Service","System.ServiceProcess.ServiceController[]",".","MDCoreSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"","문자 메시지와 관련된 기능을 지원하는 서비스입니다.","False","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","Manual","MessagingService_7cc3d","System.ServiceProcess.ServiceController[]","False","False","False","MessagingService_7cc3d","System.ServiceProcess.ServiceController[]",".","MessagingService_7cc3d","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Stopped","224",,
